neg,neu,pos,compound,sentiment
0,0.82,0.18,0.296,positive
0,1,0,0,neutral
0.438,0.562,0,-0.5994,negative
0.048,0.852,0.1,0.34,positive
0,1,0,0,neutral
0,1,0,0,neutral
0.348,0.652,0,-0.4939,negative
0.116,0.787,0.097,-0.128,negative
0.33,0.67,0,-0.7845,negative
0.088,0.912,0,-0.3612,negative
0,1,0,0,neutral
0,0.78,0.22,0.5233,positive
0,1,0,0,neutral
0,0.826,0.174,0.4939,positive
0,0.855,0.145,0.1779,positive
0.061,0.841,0.098,0.2023,positive
0,0.875,0.125,0.25,positive
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0.088,0.912,0,-0.3612,negative
0.077,0.77,0.153,0.358,positive
0.181,0.749,0.07,-0.6486,negative
0.317,0.683,0,-0.6249,negative
0,0.881,0.119,0.4767,positive
0,0.757,0.243,0.7269,positive
0,0.884,0.116,0.2732,positive
0,0.781,0.219,0.4215,positive
0,0.879,0.121,0.4404,positive
0.101,0.899,0,-0.4019,negative
0.273,0.727,0,-0.6705,negative
0,0.921,0.079,0.2263,positive
0.252,0.604,0.145,-0.2782,negative
0,1,0,0,neutral
0,0.887,0.113,0.4939,positive
0.097,0.903,0,-0.1027,negative
0,0.791,0.209,0.4404,positive
0,0.901,0.099,0.4939,positive
0.076,0.842,0.082,0.0516,positive
0.216,0.653,0.131,-0.2732,negative
0.143,0.857,0,-0.6124,negative
0.426,0.574,0,-0.872,negative
0,1,0,0,neutral
0,0.833,0.167,0.5574,positive
0.098,0.801,0.101,0.0176,neutral
0.133,0.671,0.195,0.2537,positive
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0.217,0.783,0,-0.3612,negative
0,1,0,0,neutral
0,1,0,0,neutral
0.082,0.779,0.139,0.3182,positive
0,1,0,0,neutral
0,1,0,0,neutral
0.059,0.849,0.092,0.1779,positive
0,1,0,0,neutral
0.189,0.811,0,-0.6872,negative
0.156,0.844,0,-0.34,negative
0,1,0,0,neutral
0,0.896,0.104,0.4215,positive
0,1,0,0,neutral
0.329,0.479,0.192,-0.4588,negative
0,1,0,0,neutral
0,1,0,0,neutral
0.1,0.9,0,-0.2732,negative
0,1,0,0,neutral
0,0.8,0.2,0.25,positive
0,1,0,0,neutral
0.111,0.889,0,-0.128,negative
0.514,0.486,0,-0.8126,negative
0,1,0,0,neutral
0,1,0,0,neutral
0,0.66,0.34,0.7713,positive
0,0.851,0.149,0.4215,positive
0.229,0.771,0,-0.6969,negative
0,1,0,0,neutral
0.132,0.508,0.36,0.6705,positive
0.167,0.641,0.192,0.1027,positive
0.229,0.571,0.2,-0.1027,negative
0,0.859,0.141,0.2023,positive
0.505,0.495,0,-0.8481,negative
0,1,0,0,neutral
0,1,0,0,neutral
0,0.89,0.11,0.4767,positive
0,1,0,0,neutral
0,1,0,0,neutral
0.102,0.898,0,-0.3818,negative
0.157,0.843,0,-0.5358,negative
0.339,0.661,0,-0.6249,negative
0,1,0,0,neutral
0,1,0,0,neutral
0.165,0.795,0.04,-0.6249,negative
0,1,0,0,neutral
0.148,0.612,0.24,0.2023,positive
0,1,0,0,neutral
0,0.784,0.216,0.8316,positive
0,1,0,0,neutral
0,1,0,0,neutral
0.123,0.877,0,-0.2732,negative
0,1,0,0,neutral
0.128,0.872,0,-0.296,negative
0,1,0,0,neutral
0,1,0,0,neutral
0.35,0.607,0.043,-0.9451,negative
0,0.843,0.157,0.4215,positive
0,0.839,0.161,0.3182,positive
0,1,0,0,neutral
0,1,0,0,neutral
0.093,0.907,0,-0.3774,negative
0,1,0,0,neutral
0.282,0.718,0,-0.8166,negative
0.117,0.849,0.034,-0.4767,negative
0,0.51,0.49,0.5859,positive
0.286,0.714,0,-0.25,negative
0,1,0,0,neutral
0.084,0.63,0.286,0.7739,positive
0,0.881,0.119,0.4767,positive
0,1,0,0,neutral
0.103,0.775,0.122,0.128,positive
0.115,0.788,0.097,-0.0772,negative
0.394,0.606,0,-0.7579,negative
0,1,0,0,neutral
0,0.739,0.261,0.6124,positive
0,0.795,0.205,0.7876,positive
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0,0.87,0.13,0.2732,positive
0,0.69,0.31,0.4019,positive
0,1,0,0,neutral
0.187,0.673,0.14,0.0201,neutral
0.087,0.913,0,-0.2732,negative
0,0.898,0.102,0.5267,positive
0,0.893,0.107,0.2023,positive
0.44,0.56,0,-0.875,negative
0.231,0.769,0,-0.6597,negative
0,1,0,0,neutral
0,0.728,0.272,0.6249,positive
0,1,0,0,neutral
0,1,0,0,neutral
0.112,0.811,0.077,-0.2263,negative
0.204,0.796,0,-0.5563,negative
0.184,0.816,0,-0.5574,negative
0,0.933,0.067,0.0762,positive
0,0.647,0.353,0.7184,positive
0.231,0.769,0,-0.2732,negative
0.085,0.915,0,-0.5574,negative
0.15,0.85,0,-0.3182,negative
0,0.674,0.326,0.7003,positive
0.121,0.879,0,-0.3252,negative
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0,0.779,0.221,0.1779,positive
0,1,0,0,neutral
0,1,0,0,neutral
0.12,0.88,0,-0.3818,negative
0,1,0,0,neutral
0.126,0.729,0.146,0.128,positive
0.147,0.802,0.051,-0.4371,negative
0.309,0.566,0.125,-0.5994,negative
0,1,0,0,neutral
0,0.862,0.138,0.4939,positive
0.064,0.826,0.11,0.25,positive
0.119,0.881,0,-0.4767,negative
0,1,0,0,neutral
0.22,0.78,0,-0.5859,negative
0.2,0.744,0.056,-0.6412,negative
0,0.909,0.091,0.4939,positive
0,0.625,0.375,0.7184,positive
0,1,0,0,neutral
0.224,0.66,0.116,-0.1655,negative
0.17,0.83,0,-0.6908,negative
0,1,0,0,neutral
0.31,0.69,0,-0.5574,negative
0,0.682,0.318,0.6369,positive
0,1,0,0,neutral
0.085,0.915,0,-0.1027,negative
0,1,0,0,neutral
0.213,0.741,0.047,-0.8338,negative
0,1,0,0,neutral
0,0.854,0.146,0.5574,positive
0,0.862,0.138,0.4939,positive
0.078,0.922,0,-0.296,negative
0,1,0,0,neutral
0,1,0,0,neutral
0.075,0.889,0.035,-0.128,negative
0,0.919,0.081,0.3384,positive
0.204,0.796,0,-0.5574,negative
0,0.686,0.314,0.7506,positive
0.125,0.875,0,-0.4588,negative
0,1,0,0,neutral
0,1,0,0,neutral
0,0.794,0.206,0.3818,positive
0,1,0,0,neutral
0,0.867,0.133,0.4588,positive
0,1,0,0,neutral
0,1,0,0,neutral
0.581,0.419,0,-0.9022,negative
0.056,0.84,0.104,0.296,positive
0,1,0,0,neutral
0.178,0.658,0.164,-0.0516,negative
0,1,0,0,neutral
0,1,0,0,neutral
0.072,0.806,0.122,0.2023,positive
0,0.885,0.115,0.5994,positive
0.158,0.683,0.159,0.0062,neutral
0,0.804,0.196,0.4404,positive
0.057,0.613,0.33,0.7783,positive
0,1,0,0,neutral
0.248,0.752,0,-0.6808,negative
0.135,0.865,0,-0.1027,negative
0.13,0.87,0,-0.2732,negative
0.162,0.838,0,-0.4404,negative
0,0.841,0.159,0.5267,positive
0,0.842,0.158,0.25,positive
0.437,0.563,0,-0.9692,negative
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0,0.824,0.176,0.4939,positive
0.106,0.894,0,-0.0772,negative
0.157,0.769,0.074,-0.4215,negative
0,1,0,0,neutral
0.131,0.811,0.058,-0.3022,negative
0,1,0,0,neutral
0.188,0.789,0.023,-0.8807,negative
0,0.847,0.153,0.3818,positive
0,1,0,0,neutral
0,0.882,0.118,0.34,positive
0.17,0.83,0,-0.5994,negative
0,1,0,0,neutral
0,0.868,0.132,0.4404,positive
0,0.947,0.053,0.128,positive
0.132,0.769,0.098,-0.2023,negative
0.176,0.704,0.12,-0.2023,negative
0,1,0,0,neutral
0,0.797,0.203,0.6249,positive
0.147,0.628,0.225,0.128,positive
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0.111,0.741,0.148,0.2008,positive
0.111,0.889,0,-0.128,negative
0,1,0,0,neutral
0,1,0,0,neutral
0,0.788,0.212,0.5529,positive
0.109,0.891,0,-0.296,negative
0,1,0,0,neutral
0.223,0.777,0,-0.3182,negative
0,1,0,0,neutral
0,1,0,0,neutral
0.247,0.753,0,-0.5574,negative
0,1,0,0,neutral
0,0.874,0.126,0.0772,positive
0,1,0,0,neutral
0,0.791,0.209,0.5719,positive
0,1,0,0,neutral
0,0.857,0.143,0.25,positive
0.399,0.435,0.166,-0.7096,negative
0,0.824,0.176,0.4939,positive
0,1,0,0,neutral
0,1,0,0,neutral
0,0.913,0.087,0.2732,positive
0,1,0,0,neutral
0,0.851,0.149,0.4215,positive
0.125,0.875,0,-0.552,negative
0,1,0,0,neutral
0.28,0.72,0,-0.7906,negative
0.216,0.784,0,-0.296,negative
0,1,0,0,neutral
0.145,0.745,0.11,0.049,neutral
0.274,0.435,0.291,0.1027,positive
0.057,0.943,0,-0.3032,negative
0,0.899,0.101,0.4215,positive
0.155,0.845,0,-0.296,negative
0,0.909,0.091,0.2023,positive
0.145,0.855,0,-0.296,negative
0,1,0,0,neutral
0.06,0.94,0,-0.1027,negative
0.444,0.556,0,-0.34,negative
0.263,0.737,0,-0.6908,negative
0.207,0.643,0.15,-0.2023,negative
0,0.851,0.149,0.2732,positive
0.1,0.9,0,-0.25,negative
0,1,0,0,neutral
0,1,0,0,neutral
0,0.677,0.323,0.7351,positive
0,0.833,0.167,0.3818,positive
0.239,0.761,0,-0.296,negative
0,1,0,0,neutral
0,1,0,0,neutral
0,0.722,0.278,0.6983,positive
0,1,0,0,neutral
0.234,0.766,0,-0.6369,negative
0,1,0,0,neutral
0,0.812,0.188,0.6705,positive
0,1,0,0,neutral
0.081,0.919,0,-0.3182,negative
0.098,0.902,0,-0.0772,negative
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0.17,0.68,0.15,-0.0772,negative
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0,0.811,0.189,0.4215,positive
0.409,0.591,0,-0.9014,negative
0,0.881,0.119,0.3182,positive
0.116,0.884,0,-0.2732,negative
0,1,0,0,neutral
0.144,0.856,0,-0.4939,negative
0.282,0.395,0.322,0.1779,positive
0.147,0.778,0.076,-0.1655,negative
0.179,0.821,0,-0.2924,negative
0,0.912,0.088,0.4404,positive
0.087,0.913,0,-0.296,negative
0,0.738,0.262,0.4939,positive
0,1,0,0,neutral
0.266,0.649,0.084,-0.765,negative
0,1,0,0,neutral
0.174,0.826,0,-0.2732,negative
0.126,0.8,0.074,-0.2263,negative
0.069,0.818,0.113,0.2648,positive
0.092,0.797,0.111,0.2023,positive
0,1,0,0,neutral
0,1,0,0,neutral
0.075,0.925,0,-0.296,negative
0,1,0,0,neutral
0,1,0,0,neutral
0.099,0.794,0.106,0.296,positive
0.263,0.585,0.151,-0.6801,negative
0.078,0.782,0.14,0.2732,positive
0.087,0.913,0,-0.0382,neutral
0.095,0.905,0,-0.2732,negative
0,1,0,0,neutral
0,0.823,0.177,0.4215,positive
0.342,0.658,0,-0.8074,negative
0,1,0,0,neutral
0,1,0,0,neutral
0.182,0.818,0,-0.4404,negative
0,1,0,0,neutral
0,1,0,0,neutral
0,0.805,0.195,0.4404,positive
0,1,0,0,neutral
0,0.784,0.216,0.5106,positive
0,1,0,0,neutral
0,0.944,0.056,0.0772,positive
0.238,0.762,0,-0.6124,negative
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0,0.857,0.143,0.3612,positive
0.154,0.846,0,-0.25,negative
0,0.891,0.109,0.4215,positive
0,0.89,0.11,0.3818,positive
0,0.777,0.223,0.8074,positive
0,1,0,0,neutral
0.238,0.762,0,-0.5789,negative
0,1,0,0,neutral
0,1,0,0,neutral
0.179,0.821,0,-0.5859,negative
0,1,0,0,neutral
0.202,0.725,0.073,-0.7184,negative
0,1,0,0,neutral
0,1,0,0,neutral
0,0.75,0.25,0.6124,positive
0,1,0,0,neutral
0.303,0.697,0,-0.7269,negative
0,0.807,0.193,0.3384,positive
0.056,0.804,0.139,0.4703,positive
0,1,0,0,neutral
0.17,0.83,0,-0.5994,negative
0.157,0.843,0,-0.5994,negative
0,1,0,0,neutral
0,0.833,0.167,0.296,positive
0.263,0.737,0,-0.6124,negative
0.06,0.94,0,-0.2023,negative
0,1,0,0,neutral
0.243,0.515,0.243,0,neutral
0,1,0,0,neutral
0,0.803,0.197,0.4019,positive
0.162,0.636,0.202,0.2787,positive
0,1,0,0,neutral
0,0.797,0.203,0.4215,positive
0.263,0.737,0,-0.3612,negative
0,1,0,0,neutral
0.171,0.829,0,-0.5106,negative
0.119,0.881,0,-0.5994,negative
0.128,0.872,0,-0.296,negative
0,0.903,0.097,0.1027,positive
0.161,0.839,0,-0.5574,negative
0,0.848,0.152,0.3612,positive
0,1,0,0,neutral
0,0.902,0.098,0.0772,positive
0.147,0.797,0.057,-0.6486,negative
0.06,0.819,0.121,0.1655,positive
0.192,0.808,0,-0.6124,negative
0.142,0.858,0,-0.5106,negative
0.316,0.684,0,-0.7184,negative
0,1,0,0,neutral
0,1,0,0,neutral
0.189,0.811,0,-0.5423,negative
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0,0.907,0.093,0.5106,positive
0,0.787,0.213,0.6908,positive
0,0.829,0.171,0.5719,positive
0,1,0,0,neutral
0.204,0.796,0,-0.6278,negative
0,1,0,0,neutral
0,1,0,0,neutral
0,0.762,0.238,0.6486,positive
0.067,0.933,0,-0.0572,negative
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0.111,0.889,0,-0.4588,negative
0,1,0,0,neutral
0,0.895,0.105,0.5256,positive
0,0.913,0.087,0.2732,positive
0.272,0.444,0.284,0.067,positive
0.292,0.621,0.087,-0.5106,negative
0,1,0,0,neutral
0.088,0.803,0.108,0.128,positive
0,1,0,0,neutral
0.153,0.744,0.102,-0.2732,negative
0,0.846,0.154,0.4767,positive
0,1,0,0,neutral
0,1,0,0,neutral
0.108,0.892,0,-0.3182,negative
0.206,0.704,0.09,-0.5106,negative
0,0.876,0.124,0.1779,positive
0,1,0,0,neutral
0.206,0.794,0,-0.5994,negative
0,1,0,0,neutral
0.142,0.858,0,-0.5106,negative
0.132,0.868,0,-0.4391,negative
0.109,0.769,0.122,0.0772,positive
0.409,0.591,0,-0.8074,negative
0,0.896,0.104,0.296,positive
0.263,0.737,0,-0.6124,negative
0.43,0.57,0,-0.9441,negative
0.295,0.705,0,-0.6344,negative
0.06,0.736,0.204,0.6486,positive
0,0.889,0.111,0.25,positive
0,1,0,0,neutral
0,1,0,0,neutral
0.112,0.825,0.063,-0.25,negative
0,1,0,0,neutral
0.307,0.621,0.071,-0.765,negative
0,1,0,0,neutral
0,1,0,0,neutral
0.094,0.792,0.114,0.1027,positive
0,0.86,0.14,0.3818,positive
0,1,0,0,neutral
0,1,0,0,neutral
0,0.786,0.214,0.4588,positive
0.33,0.613,0.057,-0.7964,negative
0,1,0,0,neutral
0,1,0,0,neutral
0.217,0.783,0,-0.5574,negative
0,0.794,0.206,0.7783,positive
0.08,0.92,0,-0.25,negative
0,1,0,0,neutral
0,0.898,0.102,0.3818,positive
0,0.887,0.113,0.5719,positive
0.216,0.784,0,-0.6597,negative
0.259,0.741,0,-0.743,negative
0,0.829,0.171,0.5106,positive
0.087,0.913,0,-0.3182,negative
0.135,0.647,0.218,0.1027,positive
0,1,0,0,neutral
0.11,0.756,0.134,0.1045,positive
0,1,0,0,neutral
0.12,0.775,0.105,-0.1027,negative
0,1,0,0,neutral
0.046,0.858,0.096,0.3612,positive
0,1,0,0,neutral
0,1,0,0,neutral
0,0.802,0.198,0.6369,positive
0.115,0.808,0.077,-0.25,negative
0,1,0,0,neutral
0,1,0,0,neutral
0,0.757,0.243,0.891,positive
0.135,0.774,0.09,-0.1779,negative
0,1,0,0,neutral
0,1,0,0,neutral
0,0.88,0.12,0.3818,positive
0,0.951,0.049,0.1027,positive
0.339,0.545,0.117,-0.6908,negative
0.311,0.689,0,-0.3089,negative
0,0.843,0.157,0.4215,positive
0.281,0.719,0,-0.6908,negative
0,0.956,0.044,0.0516,positive
0.12,0.88,0,-0.128,negative
0,0.769,0.231,0.5423,positive
0,1,0,0,neutral
0.169,0.639,0.191,0.1065,positive
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0.081,0.684,0.235,0.5574,positive
0,1,0,0,neutral
0.117,0.883,0,-0.3384,negative
0,0.862,0.138,0.34,positive
0,0.892,0.108,0.3182,positive
0,0.902,0.098,0.3818,positive
0,0.877,0.123,0.4215,positive
0.17,0.638,0.191,0.0772,positive
0,0.881,0.119,0.4019,positive
0.149,0.851,0,-0.5423,negative
0,0.811,0.189,0.4939,positive
0,1,0,0,neutral
0.351,0.585,0.063,-0.7845,negative
0.094,0.906,0,-0.3818,negative
0.262,0.738,0,-0.5994,negative
0.24,0.691,0.069,-0.5719,negative
0.12,0.8,0.08,-0.2023,negative
0.141,0.859,0,-0.2023,negative
0,1,0,0,neutral
0,0.78,0.22,0.4767,positive
0.241,0.642,0.118,-0.5106,negative
0.241,0.639,0.12,-0.4939,negative
0,0.84,0.16,0.2263,positive
0,1,0,0,neutral
0,1,0,0,neutral
0.104,0.896,0,-0.2732,negative
0.278,0.722,0,-0.8442,negative
0,1,0,0,neutral
0,1,0,0,neutral
0,0.847,0.153,0.4019,positive
0,1,0,0,neutral
0.155,0.845,0,-0.296,negative
0.091,0.909,0,-0.2732,negative
0,1,0,0,neutral
0,0.789,0.211,0.4939,positive
0,0.881,0.119,0.3182,positive
0,1,0,0,neutral
0,1,0,0,neutral
0,0.682,0.318,0.6369,positive
0,0.875,0.125,0.25,positive
0,0.88,0.12,0.4588,positive
0.268,0.732,0,-0.8689,negative
0.122,0.729,0.149,0.0036,neutral
0.104,0.896,0,-0.296,negative
0,1,0,0,neutral
0,1,0,0,neutral
0.241,0.759,0,-0.5423,negative
0,0.872,0.128,0.4215,positive
0.353,0.647,0,-0.8481,negative
0.061,0.783,0.157,0.296,positive
0,1,0,0,neutral
0,1,0,0,neutral
0.149,0.659,0.192,0.1796,positive
0.288,0.647,0.065,-0.7845,negative
0,0.757,0.243,0.5423,positive
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0.275,0.506,0.219,-0.25,negative
0,0.854,0.146,0.5859,positive
0,0.733,0.267,0.6369,positive
0,1,0,0,neutral
0,0.833,0.167,0.5574,positive
0,0.843,0.157,0.4215,positive
0,0.858,0.142,0.5859,positive
0,0.847,0.153,0.4404,positive
0,1,0,0,neutral
0,1,0,0,neutral
0,0.769,0.231,0.2732,positive
0.241,0.56,0.198,-0.25,negative
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0,0.656,0.344,0.836,positive
0,1,0,0,neutral
0.156,0.807,0.037,-0.6597,negative
0,0.789,0.211,0.34,positive
0,0.598,0.402,0.8126,positive
0.055,0.867,0.078,0.2115,positive
0,0.68,0.32,0.5106,positive
0.06,0.94,0,-0.1027,negative
0.22,0.78,0,-0.6678,negative
0.071,0.861,0.068,-0.0258,neutral
0.105,0.895,0,-0.6124,negative
0,1,0,0,neutral
0,1,0,0,neutral
0.216,0.784,0,-0.7906,negative
0,1,0,0,neutral
0,1,0,0,neutral
0,1,0,0,neutral
0.107,0.829,0.063,-0.2263,negative
0,1,0,0,neutral
0,1,0,0,neutral
0,0.629,0.371,0.6705,positive
0,1,0,0,neutral
0,1,0,0,neutral
0,0.921,0.079,0.3612,positive
0,0.884,0.116,0.1779,positive
0.056,0.865,0.079,0.1531,positive
0,1,0,0,neutral
0,0.887,0.113,0.4939,positive
